Username,Rating,Date,Opinion
Bob,8,2018-03-11 00:08:27,"Dobrze zbalansowana IPA, niczym się nie wyróżnia specjalnym. Goryczka jak na AIPA średnia, owocowość wyczuwalna choć nie zniewalająca, chyba największą zaletą jest wysoka pijalność i dobra słodowość. Piwo do picia w większych ilościach :)<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
walet,7,2017-07-05 23:42:14,"Poprawna , bardzo pijalna IPA, mogłaby mieć trochę mniej alkoholu <br>choć to nie znaczy ,ze alkohol zdominował smak .<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Thriglav,8,2015-04-30 13:16:41,"Piwo złote, lekko zmętnione. Piana dość słaba, szybko opada, nie zdobi szkła.Wysycenie dość wysokie. <br>W zapachu ameryka, czuć cytrusy, owoce, jagody(w pozytywnym znaczeniu). W smaku przyjemne, wyczuwalna goryczka o słodowo-karmelowa podbudowa. Przyjemne, pijalne, dobrze orzeźwia.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
nietzsche,8,2018-11-18 00:11:50,"Wygląd: kolor ciemno brunatny, ładna beżowa piana, drobna, choć nieznaczna<br>Zapach: przede wszystkim laktozowy, choć nie ma o niej wzmianki na etykiecie, czekoladowy, kakaowy, waniliowy, ostry od gałki muszkatołowej, pieprzny, niech będzie, że i kawa tu jakaś jest, choć to bardziej autosugestia, <br>Smak: Piwo pełne, słodkawe, deserowe, gładkie, aksamitne, miałem ostatnio problem ze stoutami o tych parametrach (FES) z uznanych browarów, że smakowały zbyt wodniście, tu tego problemu nie ma, piwo jest bardzo mleczne i prawdopodobnie zawiera laktozę, mleczna czekolada, kakao z mlekiem, jakiś deser maślany,  gałka muszkatołowa wniosła taką fajną ostrość, która przełamuje słodycz, wanilia jest bardzo intensywna, może za bardzo.<br>Kawa głównie w aftertaste, nie żeby jej nie było czuć w trakcie, ale już po (wydawać by się mogło) spłynięciu po kubkach wszystkich aromatów piwa pojawia się aromat naturalnej, mocno palonej kawy, bardzo przyjemny. Smakuje bardzo dobrze, ale też trzeba pamiętać, że smakuje po prostu głównie licznymi dodatkami, więc ta 8 jest mocno naciągana ;)<br><div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Bob,9,2018-10-06 00:29:40,"Znakomite piwo, bardzo wyraźnie kawowe, czuć laktozę i wanilię oraz lekkie ciemne owoce. Gałka muszkatołowa dodaje lekką pikantność, co dość dobrze komponuje się z piwem. Do 10/10 brakuję trochę więcej czekolady, ale mimo wszystko piwo jest rewelacyjne, jedno z najlepszych stoutów na rynku.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
prisoner,8,2018-10-12 20:30:59,"Aromat mocny, konkretny, przede wszystkim palony, suszone owoce, sosik sojowy, pieczony chlebek. W smaku likierowate, śliwka, słodycz i za.chwilę paloność wkracza, która już dominuje na podniebieniu. Piwko degustacyjne do powolnego traktowania aczkolwiek alkohol grzeje na.finiszu dość długo.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Marianek,9,2018-07-08 08:50:40,"Kolor: czerń, piana brązowa niezbyt wysoka, bardzo szybko ginie, zostawia ciecz gęsty ślad na szkle.<br>Aromat: mocny, wyrazisty, palone nuty, czekolada gorzka, kawa, w tle trochę pumpernikla, suszone owoce. Jest tez trochę sosu sojowego, ale delikatnie i nie przeszkadza. Alkohol niewyczuwalny,<br>Smak: słodycz przełamana solidna goryczka paloną plus chmielowa. W ustach gęste, oleiste, gładkie. Likier czekoladowo-kawowy z marcepanem, suszoną śliwką, na finiszu kwaskowość od palonych słodów, trochę wiśni, oraz coraz mocniejsza z każdym łykiem goryczka palona (kakao) i chmielowa (średnio wysoka). Alkohol początkowo absolutnie niewyczuwalny. Deklarowane leżakowanie 12 mcy zrobiło swoje. Po kilku łyczkach mile grzanie w przełyku oraz przyjemna nuta na języku, ale delikatna.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
oranjefan,7,2018-05-14 22:53:50,"Aromat - nie do końca taki jakiego się spodziewałem. Przede wszystkim budzący mnóstwo skojarzeń z Porterem Bałtyckim aniżeli RISem. Na pierwszym planie - sos sojowy, pumpernikiel, kawa. W tle pojawia się nuta czekolady oraz wanilii. Całość jest jednak mało intensywna. Na plus na pewno to że alkohol jest bardzo ładnie ukryty, niewyczuwalny. <br><br>Piwo bardzo ciemne, niemalże czarne, w szkle jak smoła. Piana ciemno beżowa, niezbyt obfita, drobno i średnio bąbelkowa która opada w szybkim tempie wraz z syczącym dźwiękiem. Po chwili pozostaje obrączka i cieniutka warstewka na powierzchnii piwa. <br><br>Bardzo gęste, treściwe, oleiste i wyklejające podniebienie. Słodkie, leciutko musujące na języku od CO2. W smaku - znów troszkę skojarzeń z porterem bałtyckim bowiem znów dominuje nuta pumpernikla i przypieczonego, przypalonego spodu od ciasta. Ale poza tym jest fajnie - dużo gorzkiej czekolady oraz kawy, a w tle mam wrażenie że są lekkie owocowe estry, oraz bardzo przyjemnie rozgrzewający alkohol. Dość mocno można by rzec, jednak w smaku go nie ma, a pojawia się dopiero w przełyku w postaci fajnego grzania. Goryczka - średnio intensywna, kawowa, palona. Finish - kwaskowy, kawowy. Aftertaste - tożsamy, uzupełniony o czekoladę. <br><br>Fajny, potężny RIS, który ku memu zaskoczeniu ma typowo porterową nutę sosu sojowego, pumpernikla i spalonego spodu od ciasta. Fajna słodycz, fajna czekolada, ale czegoś moim zdaniem brakuje by to piwo wyrwało z butów. Jest OK. <div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
tomucho77,8,2018-09-04 20:00:51,"Bardzo dobry esencjonalny i ""gęsty"" porter z niesamowitym aromatem i potężną goryczką. Jak dla mnie super piwo do bardzo wolnego sączenia :)<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Chrisrks,8,2018-05-12 17:30:21,"Potężny Porter z Pinty.Piwo fantastycznie wygląda w sniffterze.Gęsta,ciemnobeżowa piana,pozostaje na cały czas degustacji.Można ją kroić nożem.Aromat mocno kawowy,czekoladowy,w tle zapach wiśni,śliwki,leciutko zaznaczone owoce tropikalne.Mały,ale wyczuwalny alko,co przy takim ekstrakcie nie dziwi.Smak podobnie jak aromat,tylko dochodzi dużo mocniejszy alkohol.Goryczka wysoka,ale nie narzucająca się.Nasycenie małe.Piwo jest gęste,czarne jak dusza Stalina.Moc piwa nie przeszkadza w degustacji.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
jover,,2018-01-20 18:06:42,
jover,,2018-12-09 20:51:00,
Marianek,7,2018-01-21 18:59:34,"Oko: czarne. Piana ciemnobrązowa, bardzo gęsta, wysoka i trwała, do tego zostawia silny ślad na szkle, bardziej przypomina porter bałtycki, niż RIS-a.<br>Nos: z butelki solidna dawka palonych nut, na czele z kawa, trochę czekolady, prażone zboże. Z butelki nieco słabszy, to samo co z butelki.<br>Smak: trochę się dzieje. Mamy słodycz od słodów, sporo słodkiej kawy, trochę gorzkiej czekolady. Za to finisz to mieszanka palonych nut, wręcz popiołowości z chmielową. Ciecz ze sporym ciałem, bez nuty alkoholu. wysoka pijalność, nieco ograniczona przez palony finisz. RIS poprawny wręcz do bólu, bez fajerwerków, solidny.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Barbarossa,9,2018-01-13 10:33:13,"Piło się już w życiu nie takie RiSy. To akurat musiało poczekać trochę na swoją kolejkę. Bo już będzie miało około 2 lata. Porównania do świeżego nie mam i już raczej mieć nie będę. Pierwsze po pierwsze, o wyglądzie to tu nie ma co się raczej co rozwodzić, czarne jak sutanna księdza. W zapachu porządny kopniak. No chyba najlepszy tutaj punkt. Zajebiście pachnie, wszystko co powinno być wyczuwalne tutaj jest. Od kawy, po czekoladki z rumem. Jest wyczuwalny alkohol, o dziwo jest, ale bardzo szlachetny i przyjemny. W smaku też, słodkie jest, ale nie mocno, z wyraźnymi nutami rumowymi, które w połączeniu z risowym smakiem daje wrażenie czekoladek z rumem, które tak porządnie i przyjemnie rozgrzewają w przełyk. Jajec to mi może to nie urwało, ale myślę że piwo warte uwagi. (chodź wątpię że ktokolwiek zdobędzie okazję do spróbowania tego specjału, po za wydaniem nowej warki)<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Bob,8,2018-03-11 00:08:27,"Dobrze zbalansowana IPA, niczym się nie wyróżnia specjalnym. Goryczka jak na AIPA średnia, owocowość wyczuwalna choć nie zniewalająca, chyba największą zaletą jest wysoka pijalność i dobra słodowość. Piwo do picia w większych ilościach :)<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
walet,7,2017-07-05 23:42:14,"Poprawna , bardzo pijalna IPA, mogłaby mieć trochę mniej alkoholu <br>choć to nie znaczy ,ze alkohol zdominował smak .<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Thriglav,8,2015-04-30 13:16:41,"Piwo złote, lekko zmętnione. Piana dość słaba, szybko opada, nie zdobi szkła.Wysycenie dość wysokie. <br>W zapachu ameryka, czuć cytrusy, owoce, jagody(w pozytywnym znaczeniu). W smaku przyjemne, wyczuwalna goryczka o słodowo-karmelowa podbudowa. Przyjemne, pijalne, dobrze orzeźwia.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
nietzsche,8,2018-11-18 00:11:50,"Wygląd: kolor ciemno brunatny, ładna beżowa piana, drobna, choć nieznaczna<br>Zapach: przede wszystkim laktozowy, choć nie ma o niej wzmianki na etykiecie, czekoladowy, kakaowy, waniliowy, ostry od gałki muszkatołowej, pieprzny, niech będzie, że i kawa tu jakaś jest, choć to bardziej autosugestia, <br>Smak: Piwo pełne, słodkawe, deserowe, gładkie, aksamitne, miałem ostatnio problem ze stoutami o tych parametrach (FES) z uznanych browarów, że smakowały zbyt wodniście, tu tego problemu nie ma, piwo jest bardzo mleczne i prawdopodobnie zawiera laktozę, mleczna czekolada, kakao z mlekiem, jakiś deser maślany,  gałka muszkatołowa wniosła taką fajną ostrość, która przełamuje słodycz, wanilia jest bardzo intensywna, może za bardzo.<br>Kawa głównie w aftertaste, nie żeby jej nie było czuć w trakcie, ale już po (wydawać by się mogło) spłynięciu po kubkach wszystkich aromatów piwa pojawia się aromat naturalnej, mocno palonej kawy, bardzo przyjemny. Smakuje bardzo dobrze, ale też trzeba pamiętać, że smakuje po prostu głównie licznymi dodatkami, więc ta 8 jest mocno naciągana ;)<br><div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Bob,9,2018-10-06 00:29:40,"Znakomite piwo, bardzo wyraźnie kawowe, czuć laktozę i wanilię oraz lekkie ciemne owoce. Gałka muszkatołowa dodaje lekką pikantność, co dość dobrze komponuje się z piwem. Do 10/10 brakuję trochę więcej czekolady, ale mimo wszystko piwo jest rewelacyjne, jedno z najlepszych stoutów na rynku.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
prisoner,8,2018-10-12 20:30:59,"Aromat mocny, konkretny, przede wszystkim palony, suszone owoce, sosik sojowy, pieczony chlebek. W smaku likierowate, śliwka, słodycz i za.chwilę paloność wkracza, która już dominuje na podniebieniu. Piwko degustacyjne do powolnego traktowania aczkolwiek alkohol grzeje na.finiszu dość długo.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Marianek,9,2018-07-08 08:50:40,"Kolor: czerń, piana brązowa niezbyt wysoka, bardzo szybko ginie, zostawia ciecz gęsty ślad na szkle.<br>Aromat: mocny, wyrazisty, palone nuty, czekolada gorzka, kawa, w tle trochę pumpernikla, suszone owoce. Jest tez trochę sosu sojowego, ale delikatnie i nie przeszkadza. Alkohol niewyczuwalny,<br>Smak: słodycz przełamana solidna goryczka paloną plus chmielowa. W ustach gęste, oleiste, gładkie. Likier czekoladowo-kawowy z marcepanem, suszoną śliwką, na finiszu kwaskowość od palonych słodów, trochę wiśni, oraz coraz mocniejsza z każdym łykiem goryczka palona (kakao) i chmielowa (średnio wysoka). Alkohol początkowo absolutnie niewyczuwalny. Deklarowane leżakowanie 12 mcy zrobiło swoje. Po kilku łyczkach mile grzanie w przełyku oraz przyjemna nuta na języku, ale delikatna.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
oranjefan,7,2018-05-14 22:53:50,"Aromat - nie do końca taki jakiego się spodziewałem. Przede wszystkim budzący mnóstwo skojarzeń z Porterem Bałtyckim aniżeli RISem. Na pierwszym planie - sos sojowy, pumpernikiel, kawa. W tle pojawia się nuta czekolady oraz wanilii. Całość jest jednak mało intensywna. Na plus na pewno to że alkohol jest bardzo ładnie ukryty, niewyczuwalny. <br><br>Piwo bardzo ciemne, niemalże czarne, w szkle jak smoła. Piana ciemno beżowa, niezbyt obfita, drobno i średnio bąbelkowa która opada w szybkim tempie wraz z syczącym dźwiękiem. Po chwili pozostaje obrączka i cieniutka warstewka na powierzchnii piwa. <br><br>Bardzo gęste, treściwe, oleiste i wyklejające podniebienie. Słodkie, leciutko musujące na języku od CO2. W smaku - znów troszkę skojarzeń z porterem bałtyckim bowiem znów dominuje nuta pumpernikla i przypieczonego, przypalonego spodu od ciasta. Ale poza tym jest fajnie - dużo gorzkiej czekolady oraz kawy, a w tle mam wrażenie że są lekkie owocowe estry, oraz bardzo przyjemnie rozgrzewający alkohol. Dość mocno można by rzec, jednak w smaku go nie ma, a pojawia się dopiero w przełyku w postaci fajnego grzania. Goryczka - średnio intensywna, kawowa, palona. Finish - kwaskowy, kawowy. Aftertaste - tożsamy, uzupełniony o czekoladę. <br><br>Fajny, potężny RIS, który ku memu zaskoczeniu ma typowo porterową nutę sosu sojowego, pumpernikla i spalonego spodu od ciasta. Fajna słodycz, fajna czekolada, ale czegoś moim zdaniem brakuje by to piwo wyrwało z butów. Jest OK. <div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
tomucho77,8,2018-09-04 20:00:51,"Bardzo dobry esencjonalny i ""gęsty"" porter z niesamowitym aromatem i potężną goryczką. Jak dla mnie super piwo do bardzo wolnego sączenia :)<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Chrisrks,8,2018-05-12 17:30:21,"Potężny Porter z Pinty.Piwo fantastycznie wygląda w sniffterze.Gęsta,ciemnobeżowa piana,pozostaje na cały czas degustacji.Można ją kroić nożem.Aromat mocno kawowy,czekoladowy,w tle zapach wiśni,śliwki,leciutko zaznaczone owoce tropikalne.Mały,ale wyczuwalny alko,co przy takim ekstrakcie nie dziwi.Smak podobnie jak aromat,tylko dochodzi dużo mocniejszy alkohol.Goryczka wysoka,ale nie narzucająca się.Nasycenie małe.Piwo jest gęste,czarne jak dusza Stalina.Moc piwa nie przeszkadza w degustacji.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
jover,,2018-01-20 18:06:42,
Brodzisław,7,2018-11-21 22:20:53,"Kolor czarny, nieprzenikniony. Piana beżowa, z drobnych i średnich pęcherzyków, opadła do krążka na obrzeżu. <br>Aromat intensywny, lekko słodki. Ciemne i palone nuty mieszają się ze szlachetnym alkoholem, likierem, beczką, marcepanem.<br>Smak lekko tylko słodki i alkoholowy. Ciemne nuty kawy espresso, mieszają się z whisky, likierem, wanilią i deserową czekoladą. Goryczka jest minimalna, nie ma też praktycznie efektu paloności.<br>Piwo bardzo pijalne ale nie o to mi chodziło. Liczyłem na rasowego RIS-a po beczce.<br><div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Marianek,8,2018-08-19 21:55:45,"Oko: czerń. Piana brązowa, gęsta, wysoka, dość trwała i zostawia wyraźny ślad na szkle (nieco słabiej od wersji podstawowej).<br>Nos: palone słody, do tego wanilia, kokos, czerwone owoce. Alkoholowej nuty nie ma, nawet po ogrzaniu. Aromat nie tak wyraźny jak w wersji podstawowe, ale za to znacznie bardziej różnorodny.<br>Smak: Kremowe, gładkie, ciało odpowiednie jak na styl. Na początek słodycz słodowa i strefowość ? czerwone owoce, wanilia, dębina, czekolada deserowa, gorzka kawa, nie ma już solidnego goryczkowo-palonego finiszu jak w wersji powystawowej (choć finisz jest wytrawny), lekki posmak kakao i delikatna nuta przyjemnego alkoholu. Wszystko bardzo ułożone, wręcz ?ugrzecznione?, aż za bardzo.<br>Poprzez leżakowanie piwo zyskało na dodatkowych nutach, ale straciło na wytrawności i palności oraz charakterze.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
prisoner,8,2018-03-18 20:17:18,"Gładkie, bardzo dobre sporo tu kawy i paloności w smaku i aromacie. Do tego nuty kokosa, migdały, ładnie ułożone <div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Chrisrks,9,2018-01-17 16:57:34,"Jest dobrze!Piwo o pięknej,niemal brązowej ,puszystej pianie.Redukcja dość szybka.Czarne,gęste,nieprzejrzyste.Potężny aromat czarnej,mocno palonej kawy,czekolada,likier wiśniowy.Nasycenie małe,goryczka średnia ale wyczuwalna.Alko lekko zarysowane w zapachu i smaku.Małe jak na takie parametry piwa.Świetnie ułożone,zaskakująco łatwo pijalne.Rozgrzewa i przyjemnie wypełnia gębusię.Absolutnie znakomita propozycja Birbanta!<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
nietzsche,9,2018-05-13 22:54:47,"Obecna warka niestety już niczym nie zachwyca, po bombie cytrusowo-tropikalnej nie ma śladu, pachnie jak byle jaka AIPA, w dodatku w zapachu dominuje cebula, a po ogrzaniu jeszcze miód wyłazi, w smaku jest chmielowo biednie, więc smak przejmuje karmel i jest karmelowe do bólu<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Morlok,10,2018-04-08 16:22:48,"Jest trzecia warka!!! NARESZCIE :)<br>Niestety w pamięci mam wciąż pierwszą warkę i jej niesamowity smak. Piwo jest dobre, ale w tym przypadku to nie do końca jest komplement... Nie udało się uzyskać pierwotnego smaku, brakuje białych owoców, zwłaszcza ananasa i mango, które były najlepszą częścią składową tego piwa.<br>Cieszę się, że jednak ""Młot Swaroga"" jest ze mną na nadchodzące lato!<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Shinodin,8,2018-03-02 20:00:35,"Piana biała, drobnoziarnista, wysoka na około centymetr, średnio-szybko dziurawiąca się i opadająca, pozostawiająca całkiem ładny i trwały lacing na ściankach szkła. Barwa ciemniejsza miodowa, stosunkowo mocno zmętnione, nieklarowne i nieprzejrzyste. W zapachu eleganckie nuty żywiczne, karmelowe klimaty, w tle cytrusy oraz egzotyka, zapowiada się naprawdę przyjemna degustacja. W smaku to się tylko potwierdza, świetna żywica uzupełniona o akcenty ciasteczkowe i biszkoptowe, goryczka całkiem mocno zalegająca o profilu cytrusowym, dobra karmelowa kontra słodowa, gładka tekstura dzięki dodatkowi płatków ryżowych, wysycenie na średnio-niskim poziomie. Kapsel biały, od browaru Perun, etykieta ciekawie wykonana graficznie, w miarę dobrze opisana. Warka 21.11.2018. Bardzo byłem ciekaw tej AIPY, która jest tak wysoko w rankingu portalu i powiem szczerze...nie zawiodłem się. Jest to zdecydowanie jedno z lepszych piw w tym stylu uwarzonych przez polski browar. Treściwe i pełne w smaku, dobrze zbalansowane, a przede wszystkim świeże i orzeźwiające. Żywica, karmel, a potem cytrusy i lekka doza egzotyki. Świetna robota browaru Perun, warta polecenia AIPA. Dodaje piwo do ulubionych i daję zasłużone mocne 8.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
piwnynocnikpl,8,2018-02-19 16:29:22,"Nie potrafimy tak po prostu powstrzymać się od degustacji na dłużej. Wyczuwamy grę solidnego zawodnika ? takiego defensywnego pomocnika, na którego wsparcie zawsze można liczyć. To owocowy posmak i aromat. Bliżej mu do grejpfruta i owoców tropikalnych. W ofensywie mamy jednak prawdziwe silne ogniwo żywiczne. Fenomenalnie bawi się z nami jak z obrońcami raczkującymi w rezerwach pierwszej drużyny. Swoją drogą żywica dobrze wyważona i wciągająca! Co jeszcze? Goryczka. Ta rzec można standardowa, wygenerowana jak nam wyjaśniono przez polski chmiel Iunga, ale czy przy takim napastniku i defensywnym pomocniku jest po prostu silnym skrzydłowym? Nie(...) - http://www.piwnynocnik.pl/2018/01/nasza-recenzja-motu-swaroga-czyli.html<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Thesloma,7,2018-09-02 13:46:03,"Wcześniejszy opis był odnośnie wersji z nalewaka . Ten jest dodawana odnośnie wersji z butelki<br><br>Zapach : owoce tropikalne , bardzo dużo owoców tropikalnych z delikatnymi nutkami cytrusów<br><br>Smak: o wiele lepiej niż z nalewaka więcej owoców tropikalnych , dość soczkowate i lekko cytrusowe z przyjemną goryczką choć nie wysoką.<br><br>Wersja butelkowa spisała się lepiej od nalewaka.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Thesloma,7,2018-07-03 21:37:03,"Zapach : owoce tropikalne , może z tyłu cytrusy choć dość delikatnie i soczkowo<br><br>Smak : mało goryczki ale piwo jest dość gęste i soczkowe jak w zapachu czyli przepełnione smakiem owoców tropikalnych tj. brakuje mi goryczki w nim więcej .<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
nietzsche,8,2018-03-12 22:13:01,"Orientacyjna cena 12 zł, serio wrzucane są tu ceny lanego z pubu? <div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
nietzsche,8,2018-03-12 22:11:23,"Wygląd: kolor zapewne ciemno bursztynowy, ale bardzo mętne, więc wygląda na miedziane, piana żenująca, w zasadzie to nie ma piany<br>Zapach: Bomba multiwitaminowa, owoce tropikalne i słodkie cytrusy, genialny<br>Smak: w smaku podobnie, mega chmielowe, bardzo owocowe, owoce tropikalne, manarynki, grejpfrut, ale też i jakieś swojskie owoce, żywice, trochę jakiegoś zielska, odrobina karmelu, nie tak pełne jak zwykle AIPA, ale też i nie wodniste, przez co niesamowicie pijalne. Goryczka fest.<br><div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
GENzo,7,2017-06-19 19:41:06,"Bardzo przyjemne , zbalansowane i bez agresywnego alkoholu. Zdecydowanie na długie wieczory. Nie pozostaje mi nic innego jak zapolować na pozostałe wersje gravediggera.<div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Ravnarr,8,2017-03-05 01:24:24,"Pite nieco ponad dwa miesiące po terminie.<br><br>I ostatnie piwo tego wieczora, na deser. Po otwarciu butelki pierwsze, co poczułem, to lekki kwasek. Pierwsza myśl - skwaśniało. Byłby płacz, bo trzymałem je jakoś pół roku w szafce. Ale chwilę później odezwała się kawa i czekolada. Uff... Kwasek tylko z palonych słodów.<br><br>Piwo czarne jak noc listopadowa, absolutnie nieprzejrzyste, choćby halogenem świecić. Piana ciemnobeżowa, niezbyt obfita, ale też lałem raczej ostrożnie. Głównie drobne pęcherzyki, po jakimś czasie opada, zostawiając niewielki lacing i cienką warstewkę na powierzchni. No, tyłka wizualnie nie urwała.<br><br>W aromacie głównie czekolada i kawa. Nieco wanilii. Długo je trzymałem, mogłem dłużej, ale nawet po takim czasie czuć lekką śliwkę. Po ogrzaniu kwasowość zanika niemal zupełnie.<br><br>Piwo jest oczywiście treściwe, choć tutaj też szaleństwa nie ma. Typowe dla RISa niewielkie wysycenie.  Tomaszkopyrazblogublogkopyrakom byłby zadowolony, bo Gravedigger jest mocno goryczkowy. Przyzwyczaiłem się ostatnio do słodkich imperial stoutów, tutaj mamy miłą odmianę. Mimo to deklarowane sto IBU nie jest szczególnie odczuwalne. Napisali by 70 i też by było dobrze. <br><br>W smaku głównie gorzka czekolada i mocna, cierpka kawa. Słody palone dają po garach intensywnością. Czuć lekki popiół. Wanilii, która przez chwile czułem w aromacie nie wyczuwam niestety w smaku, podobnie tych suszonych owoców. Było dłużej leżakować...  Alkohol dobrze zamaskowany, ładnie się ułożył. Dopiero lekkie szumienie w głowie pod koniec świadczy o tym, że to jednak dziesięć procent mocy.<br><br>Nie jest to najlepszy RIS, jakiego piłem, nie jest też w pierwszej piątce. Ale to naprawdę udane piwo, po które warto sięgnąć.<br><br><div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Brodzisław,9,2016-12-09 00:31:02,"Kolor czarny nieprzenikniony. Piana beżowa z drobnych i średnich pęcherzy, początkowo obfita, opadła szybko do minimalnej warstwy na powierzchni. <br>Aromat z butelki to palone i kawowe nuty z cytrusowymi aromatami chmieli. W szkle ponownie palone nuty słodów: kawa, czekolada, trochę alkoholu, minimalnie w postaci likierowego dodatku. Albo też cukierków kawowych z dodatkiem alkoholu. W tle wyczuwalne chmiele cytrusowo-ziołowe dodają rześkości. <br>Smak od pierwszego łyku jest pół-wytrawny, palony, sporo gorzkiej czekolady i kawy ekspresso. Na to wchodzi jeszcze mocna goryczka ziołowo-korzenna. Palność narasta aż do odczucia popiołowego na języku. Jest też trochę słodyczy od czekoladowych nut i karmelku od słodów jaśniejszych. <br>Pełnia piwa jak na RIS nie jest wysoka, raczej średnia. Wysycenie za to jest spore średnie do wysokiego. Alkohol wyczuwalny poprzez pieczenie od przełyku w dół (układu pokarmowego).<br>Bardzo fajny RIS, zbalansowany z wyraźną, mocną goryczką. <br><div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
oranjefan,9,2016-10-31 19:51:27,"Warka 30.12.2016<br>Bardzo przyjemny, pełny i pół-słodki aromat. Na pierwszym planie wyraźne nuty czekoladowe, wsparte odrobiną nut palonych i kawowych. W tle gdzieś wyczuwalne nutki migdałów, likieru amaretto lub pralin. Odrobinka suszonych owoców też obecna. Na uwagę zasługuje fakt że alkohol w butelce w zasadzie kompletnie nie wyczuwalny. Duży plus za to. W szkle za to jest wytrawniej, i o wiele bardziej kawowo. Teraz całość pachnie jak jakaś nalewka kawowa. <br>Piwo o głębokiej, czarnej barwie. Piana niezbyt obfita, po nieco agresywniejszym nalewaniu udało się uzyskać zaledwie 2 centymetrową warstewkę, która jednak zbudowana była z bardzo ładnych, brązowych drobnych bąbelków. Opada dość szybko, do cieniutkiego kożucha, jednak zostawia piękny ślad na szkle. <br>Piwo pół słodkie, o bardzo gładkiej i smukłej fakturze. Gęste, pełne, mocno goryczkowe. Wysycenie w zasadzie zerowe, może jakieś minimalne. W smaku piwo jest mocno palone z delikatną tylko nutą czekoladowej słodyczy. Paloności towarzyszy też mocny kawowy posmak, który szybko ustępuję miejsca intensywnej chmielowej goryczce, a paloność i kawa szybko zamienia się w dość wyraźnie kwaskowaty aftertaste. Alkohol jest nieco gryzący i szczypiący w język, ale nie na tyle by obrzydził picie tego piwa. Poza tym dość mocno ogrzewa w przełyk. Odnoszę też wrażenie że po ogrzaniu zarówno w smaku jak i aromacie pojawia się nuta sosu sojowego. <br>Fajny RIS. Konkretne piwo na długi wieczór.  <div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
Gulek,8,2018-11-12 10:48:47,"Bardzo wyczuwalna kawa, gorzka czekolada zarówno w aromacie jak i smaku. Alkohol bardzo dobrze ułożony przez co nie wyczuwa się tych 10.5%. Nie jest to najlepszy RIS jaki piłem ale jest na pewno w czołówce. <div style='text-align:right;'><img src='pliki/oceny.png' alt='oceny' style='vertic"
